Symbol,Time,expected,expected_raw,confidence,magnitude_pred,position_signal,position_exec,fwd_ret,return,equity
BTC-USD,2025-12-09 16:49:40.354740+00:00,1.0115235954333808e-07,1.0115235954333808e-07,0.08158432749078987,1.2398503812482523e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.354819+00:00,6.363233209410872e-08,6.363233209410872e-08,0.06261968628657154,1.0161713650704497e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.355174+00:00,1.0257709799124887e-07,1.0257709799124887e-07,0.07571459182946527,1.354786382818876e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.356380+00:00,1.6655607979523068e-07,1.6655607979523068e-07,0.0947310738544753,1.7581990050180586e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.356809+00:00,1.5098313448342868e-07,1.5098313448342868e-07,0.08567536619951611,1.7622700804316073e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.357027+00:00,6.973207383942919e-08,6.973207383942919e-08,0.06533800021657246,1.0672514250251296e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.357254+00:00,9.19062637600629e-08,9.19062637600629e-08,0.0729686758927186,1.259530375680478e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.357444+00:00,6.734401899697624e-08,6.734401899697624e-08,0.07008773720044345,9.60853091952156e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.357639+00:00,6.933675109051095e-08,6.933675109051095e-08,0.07106283968066239,9.757103910017103e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.358085+00:00,9.85268269476388e-08,9.85268269476388e-08,0.08078020263939577,1.2196902672733353e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.358380+00:00,7.539091292849176e-08,7.539091292849176e-08,0.07008773720044345,1.0756648158419182e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.358439+00:00,6.83853334682698e-08,6.83853334682698e-08,0.07008773720044345,9.757103910017103e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.358882+00:00,8.897544508633177e-08,8.897544508633177e-08,0.07140531412023812,1.2460619518668823e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.359295+00:00,6.933675109051095e-08,6.933675109051095e-08,0.07106283968066239,9.757103910017103e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.359298+00:00,7.558258561781399e-08,7.558258561781399e-08,0.07008773720044345,1.0783995694090658e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.359558+00:00,6.700800132231933e-08,6.700800132231933e-08,0.07008773720044345,9.560588485070306e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.359561+00:00,8.476949211256562e-08,8.476949211256562e-08,0.0785787693004886,1.078783657051225e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.359564+00:00,6.01430011250212e-08,6.01430011250212e-08,0.06164021791678939,9.757103910017103e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.360051+00:00,1.4376078491109614e-07,1.4376078491109614e-07,0.0384543592135617,3.738478233708183e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.471969+00:00,6.641572222986214e-07,6.641572222986214e-07,0.15238988140101334,4.358276390746014e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.472512+00:00,2.920801352145485e-08,2.920801352145485e-08,0.022643074651469322,1.2899314236708364e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.474802+00:00,3.389734553835219e-08,3.389734553835219e-08,0.023389258911169074,1.4492697552792144e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.475353+00:00,3.078854466877539e-08,3.078854466877539e-08,0.022643074651469322,1.3597333905701498e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.475398+00:00,3.078854466877539e-08,3.078854466877539e-08,0.022643074651469322,1.3597333905701498e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.476025+00:00,-6.774169734655253e-11,-6.774169734655253e-11,5.204796252489957e-05,1.301524479736265e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.476331+00:00,6.501505942609804e-08,6.501505942609804e-08,0.02392192441855085,2.71780222563033e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.476627+00:00,9.225373992622047e-09,9.225373992622047e-09,0.008011623248573664,1.1514987295819822e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.476632+00:00,6.614863755033222e-09,6.614863755033222e-09,0.00687205147388294,9.625748264798142e-07,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.479213+00:00,-5.2259127853621265e-08,-5.2259127853621265e-08,0.031828910152642484,1.6418761309451443e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.479512+00:00,-5.12656015249883e-09,-5.12656015249883e-09,0.005148591834627337,9.95720833416949e-07,0,0,-3.63470745054945e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.503300+00:00,6.896140834189822e-08,6.896140834189822e-08,0.0051685517744136655,1.3342501217320473e-05,0,0,5.298599951243383e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.620656+00:00,-1.6429410796727487e-06,-1.6429410796727487e-06,0.13591933056820482,1.2087618978143178e-05,0,0,-4.2388777155998193e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.685334+00:00,-1.520654786347763e-06,-1.520654786347763e-06,0.13168261472688583,1.1547878127280902e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.691796+00:00,-5.025300580705349e-07,-5.025300580705349e-07,0.09170133499306055,5.4800735246500355e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.692151+00:00,-6.100572693895021e-07,-6.100572693895021e-07,0.11177689318456288,5.4578120039728835e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.693912+00:00,-1.753366316436617e-07,-1.753366316436617e-07,0.04670837107835059,3.7538588393404827e-06,0,0,1.0597198788733001e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.698183+00:00,-5.582645328705471e-07,-5.582645328705471e-07,0.14093624433919905,3.961114016398372e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.700348+00:00,-3.416663670120473e-07,-3.416663670120473e-07,0.10123391277787014,3.3750188808935975e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.700891+00:00,-1.6913176820652234e-07,-1.6913176820652234e-07,0.05734905300850855,2.9491640983405467e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.700921+00:00,-1.3502381768995448e-07,-1.3502381768995448e-07,0.04434925399975964,3.04455668387762e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.700991+00:00,-1.7876589128704364e-07,-1.7876589128704364e-07,0.061999109733097774,2.8833622298226446e-06,0,0,-2.1194395316032846e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.701153+00:00,7.816946615859084e-07,7.816946615859084e-07,0.19443221273641742,4.020396880663057e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.701543+00:00,-9.718308829825589e-09,-9.718308829825589e-09,0.002795729779561662,3.4761259478193585e-06,0,0,-1.0597199911739341e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.706669+00:00,5.268968660962037e-07,5.268968660962037e-07,0.12848959971247118,4.100696611050795e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.707099+00:00,-2.3009684479094902e-08,-2.3009684479094902e-08,0.005931978128868115,3.878922676251572e-06,0,0,4.238880410814176e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.709515+00:00,-9.413238916936008e-07,-9.413238916936008e-07,0.1862327787148454,5.054555369841367e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.709842+00:00,-4.034243809938888e-07,-4.034243809938888e-07,0.1270130131952002,3.1762444716895685e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.709947+00:00,-4.850093835204174e-07,-4.850093835204174e-07,0.13519543139602647,3.587468737014381e-06,0,0,-5.298598266734232e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.711358+00:00,3.4404360490345116e-07,3.4404360490345116e-07,0.08891703913249505,3.869265196637876e-06,0,0,4.2388808600169016e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.711956+00:00,-1.3729798545444976e-06,-1.3729798545444976e-06,0.19246301522795078,7.133733475589362e-06,0,0,-4.238879063206569e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.712060+00:00,9.047299740711771e-08,9.047299740711771e-08,0.030783184271956116,2.9390395940792844e-06,0,0,3.1791606442416286e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.712341+00:00,-3.6946764226304905e-07,-3.6946764226304905e-07,0.1329358556840725,2.7792926171935432e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.715526+00:00,7.509932156996246e-08,7.509932156996246e-08,0.03348997067173004,2.2424421420397425e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.716324+00:00,-2.9233726898450573e-07,-2.9233726898450573e-07,0.14363188577438746,2.0353229187821156e-06,0,0,-3.17915963353571e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.717332+00:00,2.9375032888201146e-07,2.9375032888201146e-07,0.11136179336906246,2.6378017091418227e-06,0,0,6.358321288483257e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.718350+00:00,-7.946975780502314e-07,-7.946975780502314e-07,0.11386346017604196,6.979390726591005e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.722969+00:00,-3.350049286382945e-07,-3.350049286382945e-07,0.16197036790660185,2.0683099814372887e-06,0,0,1.059719541971541e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:40.728473+00:00,-1.0212971580621846e-06,-1.0212971580621846e-06,0.33759635581218017,3.0252019622817778e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.732472+00:00,1.2887819032188176e-07,1.2887819032188176e-07,0.02622330820574381,4.914642703000111e-06,0,0,-2.1194388577999097e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.806872+00:00,3.3055771476091647e-07,3.3055771476091647e-07,0.14427120807217794,2.2912244180802907e-06,0,0,-1.0597196527300085e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.817029+00:00,8.933707630136122e-07,8.933707630136122e-07,0.21232200562825093,4.207622099132728e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.822548+00:00,-5.4771486636651375e-08,-5.4771486636651375e-08,0.029181276174899115,1.876939387721645e-06,0,0,-2.1194395316032846e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.822732+00:00,8.84232246053535e-07,8.84232246053535e-07,0.26073297687202446,3.391332606490903e-06,0,0,-1.0597199911739341e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.825009+00:00,5.268485153897595e-07,5.268485153897595e-07,0.13115046423798782,4.0171303887550974e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.827228+00:00,-3.5934829939627306e-07,-3.5934829939627306e-07,0.07341118401011382,4.895007541994771e-06,0,0,-3.910367178166477e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.836814+00:00,-3.525999246586916e-07,-3.525999246586916e-07,0.018052795184920034,1.9531597242804118e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.837504+00:00,-3.028798660812212e-07,-3.028798660812212e-07,0.06528702934642379,4.639204281666585e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.838699+00:00,-3.028798660812212e-07,-3.028798660812212e-07,0.06528702934642379,4.639204281666585e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.839227+00:00,-2.113697742203698e-07,-2.113697742203698e-07,0.04797788315540433,4.4055669053952556e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.839681+00:00,-1.980385071476707e-07,-1.980385071476707e-07,0.044606918178509286,4.439636613207717e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.842017+00:00,-8.40370734921663e-08,-8.40370734921663e-08,0.026113176736375074,3.218186524778677e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.842644+00:00,-1.0128017480737869e-07,-1.0128017480737869e-07,0.026409836405599463,3.834941392742027e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.842924+00:00,9.903700017831598e-08,9.903700017831598e-08,0.022076338746106913,4.486115262014668e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.843361+00:00,-1.497900205336336e-07,-1.497900205336336e-07,0.04373814161920929,3.4247001584504347e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.843419+00:00,-9.726108434581348e-08,-9.726108434581348e-08,0.03458325055538175,2.8123754356190205e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.843846+00:00,-1.0484634055548734e-07,-1.0484634055548734e-07,0.04849976506300791,2.1617906894863805e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.843996+00:00,-1.0905337711124556e-07,-1.0905337711124556e-07,0.050445853819990095,2.1617906894863805e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.844490+00:00,-9.275998944879803e-08,-9.275998944879803e-08,0.042908867125723844,2.1617906894863805e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.845302+00:00,-9.591173287058758e-08,-9.591173287058758e-08,0.042908867125723844,2.2352427201017513e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:40.845788+00:00,-6.774236772794062e-08,-6.774236772794062e-08,0.029319622534770752,2.310478849023501e-06,0,0,3.338248860617702e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:40.942341+00:00,5.928096114331377e-06,5.928096114331377e-06,0.26318740365970505,2.2524239503484224e-05,0,0,-1.059726166203352e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:40.951515+00:00,3.0530429245992583e-07,3.0530429245992583e-07,0.028007704095162067,1.0900725436922294e-05,0,0,4.238905116241905e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:40.974725+00:00,8.424616609231472e-06,8.424616609231472e-06,0.352401188240537,2.390632293634923e-05,0,0,2.119362720346168e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:40.997214+00:00,9.707936350601508e-06,9.707936350601508e-06,0.4221575887957537,2.2996001039077273e-05,0,0,-2.1087212152986754e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:41.390089+00:00,4.701741076342796e-06,4.701741076342796e-06,0.21991230716805998,2.1380072524770798e-05,0,0,-4.2387249915225503e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:41.459824+00:00,3.858489154806312e-06,3.858489154806312e-06,0.1705105723394176,2.2629031747812214e-05,0,0,2.214827688521584e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:41.505474+00:00,2.040583201833421e-06,2.040583201833421e-06,0.09692488498730839,2.1053243468905023e-05,0,0,2.1194053927713372e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:41.505870+00:00,-4.929443101676911e-07,-4.929443101676911e-07,0.04967039587138511,9.924308061568603e-06,0,0,2.3631365116098625e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:41.533571+00:00,1.5199767904451685e-06,1.5199767904451685e-06,0.07644941235242764,1.9882125233849516e-05,0,0,8.477419439797948e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:41.685772+00:00,9.301915815596428e-06,9.301915815596428e-06,0.46232490020087813,2.0119867676507986e-05,0,0,3.783045217888553e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:41.699253+00:00,6.39213238048042e-06,6.39213238048042e-06,0.23525076923125265,2.7171568455943804e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:41.699344+00:00,1.2132961652874106e-06,1.2132961652874106e-06,0.09197224830310655,1.3191981142929493e-05,0,0,-1.0596364460803704e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:41.713251+00:00,4.145217529659562e-08,4.145217529659562e-08,0.003408030099910808,1.2163089550670478e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:41.713457+00:00,5.368925530739719e-07,5.368925530739719e-07,0.04370221220796536,1.2285248868388303e-05,0,0,1.5470693737764144e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:41.723498+00:00,6.271687801287185e-06,6.271687801287185e-06,0.2780595143506309,2.255519943611293e-05,0,0,6.124604549753443e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:41.723723+00:00,2.4434934442214924e-05,2.4434934442214924e-05,0.5452494772048828,4.481422809880707e-05,0,0,-2.934968099973781e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:41.775562+00:00,2.685230862551257e-06,2.685230862551257e-06,0.11476768005331861,2.339709978718535e-05,0,0,-0.00011051485831468566,-0.0,1.0
BTC-USD,2025-12-09 16:49:42.186199+00:00,-4.415346265018887e-07,-4.415346265018887e-07,0.0170754028695847,2.5857933184602366e-05,0,0,2.1300039993153906e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:42.514641+00:00,-5.550813646508543e-07,-5.550813646508543e-07,0.025360105489162177,2.1887975382755103e-05,0,0,-1.0596809104483066e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:42.515081+00:00,2.7327520446519774e-07,2.7327520446519774e-07,0.019558175631439356,1.3972428186293286e-05,0,0,-4.259917713653496e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:42.536732+00:00,-6.893178309765732e-07,-6.893178309765732e-07,0.0287332407176355,2.3990257059778607e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:42.536880+00:00,-3.9673887583985756e-07,-3.9673887583985756e-07,0.04322634563597588,9.178172940662944e-06,0,0,1.2716714000608642e-06,0.0,1.0
BTC-USD,2025-12-09 16:49:42.798949+00:00,-1.5412363894892555e-06,-1.5412363894892555e-06,0.1257298766923788,1.2258314650702893e-05,0,0,1.737948703383678e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:43.053599+00:00,-5.33126477414585e-06,-5.33126477414585e-06,0.25934703157688266,2.0556490435732682e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:43.108469+00:00,-1.3282776897327377e-07,-1.3282776897327377e-07,0.01572891375284302,8.444815138570201e-06,0,0,2.4055335325059372e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:43.165563+00:00,-3.484565915362596e-06,-3.484565915362596e-06,0.10036103617956155,3.4720306286277915e-05,0,0,1.0596809104483066e-07,0.0,1.0
BTC-USD,2025-12-09 16:49:43.282762+00:00,-6.229023690399673e-06,-6.229023690399673e-06,0.20039692789943325,3.108342905099639e-05,0,0,2.0769743654805196e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:43.299661+00:00,7.903572939966276e-07,7.903572939966276e-07,0.030775918003659697,2.5681030665036306e-05,0,0,-3.0942036664175625e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:43.467045+00:00,2.924401568483725e-06,2.924401568483725e-06,0.14695788462010057,1.989958943709327e-05,0,0,-1.1232730736160021e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:43.953980+00:00,1.3053917237332218e-06,1.3053917237332218e-06,0.06299085039195662,2.0723513265982336e-05,0,0,3.645379978939801e-05,0.0,1.0
BTC-USD,2025-12-09 16:49:43.972563+00:00,1.5918546263311131e-06,1.5918546263311131e-06,0.046940567560745494,3.3912129934754284e-05,0,0,6.040089664521054e-06,0.0,1.0
BTC-USD,2025-12-09 16:49:44.079249+00:00,1.8894734284216117e-06,1.8894734284216117e-06,0.06337586848950183,2.9813767818181486e-05,0,0,-3.178975358896871e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:44.080896+00:00,-1.0266685141751717e-06,-1.0266685141751717e-06,0.08397837972271022,1.2225390839465439e-05,0,0,-4.238635159478648e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:44.094516+00:00,5.095752794365076e-06,5.095752794365076e-06,0.22353579318316172,2.2796138022467377e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:44.095409+00:00,4.645883019396873e-07,4.645883019396873e-07,0.06256664074565728,7.425495382248634e-06,0,0,-2.0770192654201754e-05,-0.0,1.0
BTC-USD,2025-12-09 16:49:44.154388+00:00,1.9333375312797313e-07,1.9333375312797313e-07,0.011443676828601423,1.689437372477786e-05,0,0,-4.238902869524997e-07,-0.0,1.0
BTC-USD,2025-12-09 16:49:44.155180+00:00,1.4497590273853407e-06,1.4497590273853407e-06,0.09782785883061443,1.481949052872095e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:44.157849+00:00,-1.4396635671436853e-07,-1.4396635671436853e-07,0.011756711325806468,1.2245461568691954e-05,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:44.158889+00:00,2.707309479643908e-07,2.707309479643908e-07,0.029107707758917675,9.30100543150628e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:44.159343+00:00,2.4169723244939736e-09,2.4169723244939736e-09,0.0003753844637185977,6.438658383863821e-06,0,0,0.0,0.0,1.0
BTC-USD,2025-12-09 16:49:44.159456+00:00,-1.0798092445270562e-07,-1.0798092445270562e-07,0.0204246607260693,5.286791584982495e-06,0,0,0.0,0.0,1.0
